0.001, 100, 0.00109536544594646, 0.9976675785931882, 1.997366878384473, 
0.005, 100, 0.005455028912400037, 0.9884224133281373, 1.9869205148937288, 
0.01, 100, 0.01085604763754858, 0.9770528618219596, 1.974053061879942, 
0.05, 100, 0.052212419590114634, 0.8929836755500605, 1.8781426584508125, 
0.1, 100, 0.09967825558112793, 0.8026785332991565, 1.773382217198128, 
0.5, 100, 0.3654869371308024, 0.40013245342289727, 1.267445056913926, 
1, 100, 329597964.96202534, -4.51719928785665e+23, -4.51719928785665e+23, 
5, 100, 1.0992919864302171e+78, -1.2892175384822797e+93, -1.2892175384822797e+93, 
10, 100, 9.940429444493677e+107, -1.096989324408508e+123, -1.0969893244085081e+123, 
0.75, 100, 3.2192275848533273e+111, -2.865741088192515e+126, -2.865741088192515e+126, 
